BarCode,PlateType,Style,Fluid,Conc,Vol,Version,Filename,Arena Part Number
8111--2#########,384LDVS_PLUS_AQ_GP,UCP,GLY,-,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384LDVS_PLUS_AQ_GP\\001-15378__8111--2__384LDVS_PLUS_AQ_GP__UCP__-__GLY__v2.csv,001-15378
8141a-2#########,384LDVS_PLUS_AQ_GP,FT,GLY,0,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384LDVS_PLUS_AQ_GP\\001-14406__8141a-2__384LDVS_PLUS_AQ_GP__FT__0__GLY__v2.csv,001-14406
8141b-2#########,384LDVS_PLUS_AQ_GP,FT,GLY,10,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384LDVS_PLUS_AQ_GP\\001-14406__8141b-2__384LDVS_PLUS_AQ_GP__FT__10__GLY__v2.csv,001-14406
8141c-2#########,384LDVS_PLUS_AQ_GP,FT,GLY,20,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384LDVS_PLUS_AQ_GP\\001-14407__8141c-2__384LDVS_PLUS_AQ_GP__FT__20__GLY__v2.csv,001-14407
8141d-2#########,384LDVS_PLUS_AQ_GP,FT,GLY,30,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384LDVS_PLUS_AQ_GP\\001-14408__8141d-2__384LDVS_PLUS_AQ_GP__FT__30__GLY__v2.csv,001-14408
8141e-2#########,384LDVS_PLUS_AQ_GP,FT,GLY,40,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384LDVS_PLUS_AQ_GP\\001-14409__8141e-2__384LDVS_PLUS_AQ_GP__FT__40__GLY__v2.csv,001-14409
8141f-2#########,384LDVS_PLUS_AQ_GP,FT,GLY,50,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384LDVS_PLUS_AQ_GP\\001-14410__8141f-2__384LDVS_PLUS_AQ_GP__FT__50__GLY__v2.csv,001-14410
8161-h3#########,384LDVS_PLUS_AQ_GP,DD,GLY,-,14,3,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384LDVS_PLUS_AQ_GP\\001-14418__8161-h2__384LDVS_PLUS_AQ_GP__DD__-__GLY__14uL__v2.csv,001-14418
11326-2#########,384LDVS_AQ_B2,ICP,AQ,100,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384LDVS_AQ_B2\\001-13592__11326-2__384LDVS_AQ_B2__ICP__100__AQ__v2.csv,001-13592
1152602#########,384LDVS_AQ_B2,FF,AQ,100,2.75,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384LDVS_AQ_B2\\001-13593__1152602__384LDVS_AQ_B2__FF__100__AQ__2.75uL__v2.csv,001-13593
1152612#########,384LDVS_AQ_B2,FF,AQ,100,4,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384LDVS_AQ_B2\\001-13594__1152612__384LDVS_AQ_B2__FF__100__AQ__4uL__v2.csv,001-13594
1152622#########,384LDVS_AQ_B2,FF,AQ,100,6,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384LDVS_AQ_B2\\001-13595__1152622__384LDVS_AQ_B2__FF__100__AQ__6uL__v2.csv,001-13595
1152632#########,384LDVS_AQ_B2,FF,AQ,100,7,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384LDVS_AQ_B2\\001-13596__1152632__384LDVS_AQ_B2__FF__100__AQ__7uL__v2.csv,001-13596
1152642#########,384LDVS_AQ_B2,FF,AQ,100,8,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384LDVS_AQ_B2\\001-13597__1152642__384LDVS_AQ_B2__FF__100__AQ__8uL__v2.csv,001-13597
1152652#########,384LDVS_AQ_B2,FF,AQ,100,9,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384LDVS_AQ_B2\\001-13598__1152652__384LDVS_AQ_B2__FF__100__AQ__9uL__v2.csv,001-13598
1152662#########,384LDVS_AQ_B2,FF,AQ,100,10,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384LDVS_AQ_B2\\001-13599__1152662__384LDVS_AQ_B2__FF__100__AQ__10uL__v2.csv,001-13599
1152672#########,384LDVS_AQ_B2,FF,AQ,100,12,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384LDVS_AQ_B2\\001-13600__1152672__384LDVS_AQ_B2__FF__100__AQ__12uL__v2.csv,001-13600
1211a-2#########,384LDVS_AQ_GP,UCP,GLY,0,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384LDVS_AQ_GP\\001-15381__1211a-2__384LDVS_AQ_GP__UCP__0__GLY__v2.csv,001-15381
1211b-2#########,384LDVS_AQ_GP,UCP,GLY,10,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384LDVS_AQ_GP\\001-15382__1211b-2__384LDVS_AQ_GP__UCP__10__GLY__v2.csv,001-15382
1211c-2#########,384LDVS_AQ_GP,UCP,GLY,20,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384LDVS_AQ_GP\\001-15383__1211c-2__384LDVS_AQ_GP__UCP__20__GLY__v2.csv,001-15383
20000-2#########,384PPG_DMSO2,SIG,DMSO,70,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPG_DMSO2\\XXX-YYYYY__20000-2__384PPG_DMSO2__SIG__70__DMSO__v2.csv,XXX-YYYYY
20001-2#########,384PPG_DMSO2,SIG,DMSO,75,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPG_DMSO2\\XXX-YYYYY__20001-2__384PPG_DMSO2__SIG__75__DMSO__v2.csv,XXX-YYYYY
20002-2#########,384PPG_DMSO2,SIG,DMSO,80,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPG_DMSO2\\XXX-YYYYY__20002-2__384PPG_DMSO2__SIG__80__DMSO__v2.csv,XXX-YYYYY
20003-2#########,384PPG_DMSO2,SIG,DMSO,85,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPG_DMSO2\\XXX-YYYYY__20003-2__384PPG_DMSO2__SIG__85__DMSO__v2.csv,XXX-YYYYY
20004-2#########,384PPG_DMSO2,SIG,DMSO,90,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPG_DMSO2\\XXX-YYYYY__20004-2__384PPG_DMSO2__SIG__90__DMSO__v2.csv,XXX-YYYYY
20005-2#########,384PPG_DMSO2,SIG,DMSO,95,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPG_DMSO2\\XXX-YYYYY__20005-2__384PPG_DMSO2__SIG__95__DMSO__v2.csv,XXX-YYYYY
20006-2#########,384PPG_DMSO2,SIG,DMSO,100,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPG_DMSO2\\XXX-YYYYY__20006-2__384PPG_DMSO2__SIG__100__DMSO__v2.csv,XXX-YYYYY
2010--2#########,384PPG_DMSO2,UCP,DMSO,-,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPG_DMSO2\\001-13553__2010--2__384PPG_DMSO2__UCP__-__DMSO__v2.csv,001-13553
2030--2#########,384PPG_DMSO2,ICP,DMSO,-,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPG_DMSO2\\XXX-YYYYY__2030--2__384PPG_DMSO2__ICP__-__DMSO__v2.csv,XXX-YYYYY
20400-2#########,384PPG_DMSO2,FT,DMSO,70,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPG_DMSO2\\001-13322__20400-2__384PPG_DMSO2__FT__70__DMSO__v2.csv,001-13322
20401-2#########,384PPG_DMSO2,FT,DMSO,75,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPG_DMSO2\\001-13323__20401-2__384PPG_DMSO2__FT__75__DMSO__v2.csv,001-13323
20402-2#########,384PPG_DMSO2,FT,DMSO,80,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPG_DMSO2\\001-13324__20402-2__384PPG_DMSO2__FT__80__DMSO__v2.csv,001-13324
20403-2#########,384PPG_DMSO2,FT,DMSO,85,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPG_DMSO2\\001-13325__20403-2__384PPG_DMSO2__FT__85__DMSO__v2.csv,001-13325
20404-2#########,384PPG_DMSO2,FT,DMSO,90,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPG_DMSO2\\001-13326__20404-2__384PPG_DMSO2__FT__90__DMSO__v2.csv,001-13326
20405-2#########,384PPG_DMSO2,FT,DMSO,95,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPG_DMSO2\\001-13327__20405-2__384PPG_DMSO2__FT__95__DMSO__v2.csv,001-13327
20406-2#########,384PPG_DMSO2,FT,DMSO,100,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPG_DMSO2\\001-13328__20406-2__384PPG_DMSO2__FT__100__DMSO__v2.csv,001-13328
50000-2#########,384PPL_DMSO2,SIG,DMSO,70,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPL_DMSO2\\001-13555__50000-2__384PPL_DMSO2__SIG__70__DMSO__v2.csv,001-13555
50001-2#########,384PPL_DMSO2,SIG,DMSO,75,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPL_DMSO2\\XXX-YYYYY__50001-2__384PPL_DMSO2__SIG__75__DMSO__v2.csv,XXX-YYYYY
50002-2#########,384PPL_DMSO2,SIG,DMSO,80,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPL_DMSO2\\001-13556__50002-2__384PPL_DMSO2__SIG__80__DMSO__v2.csv,001-13556
50003-2#########,384PPL_DMSO2,SIG,DMSO,85,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPL_DMSO2\\XXX-YYYYY__50003-2__384PPL_DMSO2__SIG__85__DMSO__v2.csv,XXX-YYYYY
50004-2#########,384PPL_DMSO2,SIG,DMSO,90,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPL_DMSO2\\001-13557__50004-2__384PPL_DMSO2__SIG__90__DMSO__v2.csv,001-13557
50005-2#########,384PPL_DMSO2,SIG,DMSO,95,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPL_DMSO2\\XXX-YYYYY__50005-2__384PPL_DMSO2__SIG__95__DMSO__v2.csv,XXX-YYYYY
50006-2#########,384PPL_DMSO2,SIG,DMSO,100,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPL_DMSO2\\001-13558__50006-2__384PPL_DMSO2__SIG__100__DMSO__v2.csv,001-13558
5010--2#########,384PPL_DMSO2,UCP,DMSO,-,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPL_DMSO2\\001-13298__5010--2__384PPL_DMSO2__UCP__-__DMSO__v2.csv,001-13298
5030--2#########,384PPL_DMSO2,ICP,DMSO,-,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPL_DMSO2\\XXX-YYYYY__5030--2__384PPL_DMSO2__ICP__-__DMSO__v2.csv,XXX-YYYYY
50400-2#########,384PPL_DMSO2,FT,DMSO,70,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPL_DMSO2\\001-13341__50400-2__384PPL_DMSO2__FT__70__DMSO__v2.csv,001-13341
50401-2#########,384PPL_DMSO2,FT,DMSO,75,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPL_DMSO2\\001-13342__50401-2__384PPL_DMSO2__FT__75__DMSO__v2.csv,001-13342
50402-2#########,384PPL_DMSO2,FT,DMSO,80,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPL_DMSO2\\001-13343__50402-2__384PPL_DMSO2__FT__80__DMSO__v2.csv,001-13343
50403-2#########,384PPL_DMSO2,FT,DMSO,85,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPL_DMSO2\\001-13344__50403-2__384PPL_DMSO2__FT__85__DMSO__v2.csv,001-13344
50404-2#########,384PPL_DMSO2,FT,DMSO,90,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPL_DMSO2\\001-13345__50404-2__384PPL_DMSO2__FT__90__DMSO__v2.csv,001-13345
50405-2#########,384PPL_DMSO2,FT,DMSO,95,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPL_DMSO2\\001-13346__50405-2__384PPL_DMSO2__FT__95__DMSO__v2.csv,001-13346
50406-2#########,384PPL_DMSO2,FT,DMSO,100,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPL_DMSO2\\001-13347__50406-2__384PPL_DMSO2__FT__100__DMSO__v2.csv,001-13347
10000-2#########,384LDVS_DMSO,SIG,DMSO,70,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384LDVS_DMSO\\001-13738__10000-2__384LDVS_DMSO__SIG__70__DMSO__v2.csv,001-13738
10001-2#########,384LDVS_DMSO,SIG,DMSO,75,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384LDVS_DMSO\\XXX-YYYYY__10001-2__384LDVS_DMSO__SIG__75__DMSO__v2.csv,XXX-YYYYY
10002-2#########,384LDVS_DMSO,SIG,DMSO,80,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384LDVS_DMSO\\001-13739__10002-2__384LDVS_DMSO__SIG__80__DMSO__v2.csv,001-13739
10003-2#########,384LDVS_DMSO,SIG,DMSO,85,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384LDVS_DMSO\\XXX-YYYYY__10003-2__384LDVS_DMSO__SIG__85__DMSO__v2.csv,XXX-YYYYY
10004-2#########,384LDVS_DMSO,SIG,DMSO,90,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384LDVS_DMSO\\001-13740__10004-2__384LDVS_DMSO__SIG__90__DMSO__v2.csv,001-13740
10005-2#########,384LDVS_DMSO,SIG,DMSO,95,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384LDVS_DMSO\\XXX-YYYYY__10005-2__384LDVS_DMSO__SIG__95__DMSO__v2.csv,XXX-YYYYY
10006-2#########,384LDVS_DMSO,SIG,DMSO,100,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384LDVS_DMSO\\001-13741__10006-2__384LDVS_DMSO__SIG__100__DMSO__v2.csv,001-13741
1010--2#########,384LDVS_DMSO,UCP,DMSO,-,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384LDVS_DMSO\\001-13691__1010--2__384LDVS_DMSO__UCP__-__DMSO__v2.csv,001-13691
1030--2#########,384LDVS_DMSO,ICP,DMSO,-,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384LDVS_DMSO\\XXX-YYYYY__1030--2__384LDVS_DMSO__ICP__-__DMSO__v2.csv,XXX-YYYYY
10400-2#########,384LDVS_DMSO,FT,DMSO,70,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384LDVS_DMSO\\001-13742__10400-2__384LDVS_DMSO__FT__70__DMSO__v2.csv,001-13742
10401-2#########,384LDVS_DMSO,FT,DMSO,75,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384LDVS_DMSO\\001-13743__10401-2__384LDVS_DMSO__FT__75__DMSO__v2.csv,001-13743
10402-2#########,384LDVS_DMSO,FT,DMSO,80,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384LDVS_DMSO\\001-13744__10402-2__384LDVS_DMSO__FT__80__DMSO__v2.csv,001-13744
10403-2#########,384LDVS_DMSO,FT,DMSO,85,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384LDVS_DMSO\\001-13745__10403-2__384LDVS_DMSO__FT__85__DMSO__v2.csv,001-13745
10404-2#########,384LDVS_DMSO,FT,DMSO,90,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384LDVS_DMSO\\001-13746__10404-2__384LDVS_DMSO__FT__90__DMSO__v2.csv,001-13746
10405-2#########,384LDVS_DMSO,FT,DMSO,95,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384LDVS_DMSO\\001-13747__10405-2__384LDVS_DMSO__FT__95__DMSO__v2.csv,001-13747
10406-2#########,384LDVS_DMSO,FT,DMSO,100,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384LDVS_DMSO\\001-13748__10406-2__384LDVS_DMSO__FT__100__DMSO__v2.csv,001-13748
00000-2#########,1536LDVS_DMSO,SIG,DMSO,70,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\1536LDVS_DMSO\\001-13578__00000-2__1536LDVS_DMSO__SIG__70__DMSO__v2.csv,001-13578
00001-2#########,1536LDVS_DMSO,SIG,DMSO,75,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\1536LDVS_DMSO\\XXX-YYYYY__00001-2__1536LDVS_DMSO__SIG__75__DMSO__v2.csv,XXX-YYYYY
00002-2#########,1536LDVS_DMSO,SIG,DMSO,80,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\1536LDVS_DMSO\\001-13579__00002-2__1536LDVS_DMSO__SIG__80__DMSO__v2.csv,001-13579
00003-2#########,1536LDVS_DMSO,SIG,DMSO,85,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\1536LDVS_DMSO\\XXX-YYYYY__00003-2__1536LDVS_DMSO__SIG__85__DMSO__v2.csv,XXX-YYYYY
00004-2#########,1536LDVS_DMSO,SIG,DMSO,90,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\1536LDVS_DMSO\\001-13580__00004-2__1536LDVS_DMSO__SIG__90__DMSO__v2.csv,001-13580
00005-2#########,1536LDVS_DMSO,SIG,DMSO,95,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\1536LDVS_DMSO\\XXX-YYYYY__00005-2__1536LDVS_DMSO__SIG__95__DMSO__v2.csv,XXX-YYYYY
00006-2#########,1536LDVS_DMSO,SIG,DMSO,100,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\1536LDVS_DMSO\\001-13581__00006-2__1536LDVS_DMSO__SIG__100__DMSO__v2.csv,001-13581
0010--2#########,1536LDVS_DMSO,UCP,DMSO,-,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\1536LDVS_DMSO\\XXX-YYYYY__0010--2__1536LDVS_DMSO__UCP__-__DMSO__v2.csv,XXX-YYYYY
0030--2#########,1536LDVS_DMSO,ICP,DMSO,-,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\1536LDVS_DMSO\\001-13577__0030--2__1536LDVS_DMSO__ICP__-__DMSO__v2.csv,001-13577
00400-2#########,1536LDVS_DMSO,FT,DMSO,70,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\1536LDVS_DMSO\\001-13570__00400-2__1536LDVS_DMSO__FT__70__DMSO__v2.csv,001-13570
00401-2#########,1536LDVS_DMSO,FT,DMSO,75,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\1536LDVS_DMSO\\001-13571__00401-2__1536LDVS_DMSO__FT__75__DMSO__v2.csv,001-13571
00402-2#########,1536LDVS_DMSO,FT,DMSO,80,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\1536LDVS_DMSO\\001-13572__00402-2__1536LDVS_DMSO__FT__80__DMSO__v2.csv,001-13572
00403-2#########,1536LDVS_DMSO,FT,DMSO,85,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\1536LDVS_DMSO\\001-13573__00403-2__1536LDVS_DMSO__FT__85__DMSO__v2.csv,001-13573
00404-2#########,1536LDVS_DMSO,FT,DMSO,90,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\1536LDVS_DMSO\\001-13574__00404-2__1536LDVS_DMSO__FT__90__DMSO__v2.csv,001-13574
00405-2#########,1536LDVS_DMSO,FT,DMSO,95,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\1536LDVS_DMSO\\001-13575__00405-2__1536LDVS_DMSO__FT__95__DMSO__v2.csv,001-13575
00406-2#########,1536LDVS_DMSO,FT,DMSO,100,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\1536LDVS_DMSO\\001-13576__00406-2__1536LDVS_DMSO__FT__100__DMSO__v2.csv,001-13576
0110--2#########,1536HBS_DMSO,UCP,DMSO,-,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\1536HBS_DMSO\\XXX-YYYYY__0110--2__1536HBS_DMSO__UCP__-__DMSO__v2.csv,XXX-YYYYY
0130--2#########,1536HBS_DMSO,ICP,DMSO,-,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\1536HBS_DMSO\\XXX-YYYYY__0130--2__1536HBS_DMSO__ICP__-__DMSO__v2.csv,XXX-YYYYY
01400-2#########,1536HBS_DMSO,FT,DMSO,70,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\1536HBS_DMSO\\001-15015__01400-2__1536HBS_DMSO__FT__70__DMSO__v2.csv,001-15015
01401-2#########,1536HBS_DMSO,FT,DMSO,75,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\1536HBS_DMSO\\001-15016__01401-2__1536HBS_DMSO__FT__75__DMSO__v2.csv,001-15016
01402-2#########,1536HBS_DMSO,FT,DMSO,80,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\1536HBS_DMSO\\001-15017__01402-2__1536HBS_DMSO__FT__80__DMSO__v2.csv,001-15017
01403-2#########,1536HBS_DMSO,FT,DMSO,85,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\1536HBS_DMSO\\001-15018__01403-2__1536HBS_DMSO__FT__85__DMSO__v2.csv,001-15018
01404-2#########,1536HBS_DMSO,FT,DMSO,90,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\1536HBS_DMSO\\001-15019__01404-2__1536HBS_DMSO__FT__90__DMSO__v2.csv,001-15019
01405-2#########,1536HBS_DMSO,FT,DMSO,95,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\1536HBS_DMSO\\001-15020__01405-2__1536HBS_DMSO__FT__95__DMSO__v2.csv,001-15020
01406-2#########,1536HBS_DMSO,FT,DMSO,100,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\1536HBS_DMSO\\001-15021__01406-2__1536HBS_DMSO__FT__100__DMSO__v2.csv,001-15021
0010--1#########,1536LDVS_DMSO,UCP,DMSO,-,-,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\1536LDVS_DMSO\\001-13692__0010--1__1536LDVS_DMSO__UCP__-__DMSO__v1.csv,001-13692
0110--1#########,1536HBS_DMSO,UCP,DMSO,-,-,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\1536HBS_DMSO\\001-15014__0110--1__1536HBS_DMSO__UCP__-__DMSO__v1.csv,001-15014
28400-1#########,384PPG_DMSO,FT,DMSO,70,-,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPG_DMSO\\XXX-YYYYY__28400-1__384PPG_DMSO__FT__70__DMSO__v1.csv,XXX-YYYYY
28401-1#########,384PPG_DMSO,FT,DMSO,75,-,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPG_DMSO\\XXX-YYYYY__28401-1__384PPG_DMSO__FT__75__DMSO__v1.csv,XXX-YYYYY
28402-1#########,384PPG_DMSO,FT,DMSO,80,-,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPG_DMSO\\XXX-YYYYY__28402-1__384PPG_DMSO__FT__80__DMSO__v1.csv,XXX-YYYYY
