BarCode,PlateType,Style,Fluid,Conc,Vol,Version,Filename,Arena Part Number
6211a-2#########,384PPL_PLUS_AQ_GP,UCP,GLY,0,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPL_PLUS_AQ_GP\\001-14362__6211a-2__384PPL_PLUS_AQ_GP__UCP__0__GLY__v2.csv,001-14362
6211b-2#########,384PPL_PLUS_AQ_GP,UCP,GLY,10,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPL_PLUS_AQ_GP\\XXX-YYYYY__6211b-2__384PPL_PLUS_AQ_GP__UCP__10__GLY__v2.csv,XXX-YYYYY
6211c-2#########,384PPL_PLUS_AQ_GP,UCP,GLY,20,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPL_PLUS_AQ_GP\\001-14363__6211c-2__384PPL_PLUS_AQ_GP__UCP__20__GLY__v2.csv,001-14363
6211f-2#########,384PPL_PLUS_AQ_GP,UCP,GLY,50,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPL_PLUS_AQ_GP\\001-14364__6211f-2__384PPL_PLUS_AQ_GP__UCP__50__GLY__v2.csv,001-14364
3211a-2#########,384PPG_PLUS_AQ_GP,UCP,GLY,0,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPG_PLUS_AQ_GP\\001-14365__3211a-2__384PPG_PLUS_AQ_GP__UCP__0__GLY__v2.csv,001-14365
3211b-2#########,384PPG_PLUS_AQ_GP,UCP,GLY,10,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPG_PLUS_AQ_GP\\XXX-YYYYY__3211b-2__384PPG_PLUS_AQ_GP__UCP__10__GLY__v2.csv,XXX-YYYYY
3211c-2#########,384PPG_PLUS_AQ_GP,UCP,GLY,20,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPG_PLUS_AQ_GP\\001-14366__3211c-2__384PPG_PLUS_AQ_GP__UCP__20__GLY__v2.csv,001-14366
3211f-2#########,384PPG_PLUS_AQ_GP,UCP,GLY,50,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPG_PLUS_AQ_GP\\001-14367__3211f-2__384PPG_PLUS_AQ_GP__UCP__50__GLY__v2.csv,001-14367
571f6-2#########,384PPL_AQ_SP,UCP,PBS,100,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPL_AQ_SP\\001-14370__571f6-2__384PPL_AQ_SP__UCP__100__PBS__v2.csv,001-14370
271f6-2#########,384PPG_AQ_SP,UCP,PBS,100,-,2,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\384PPG_AQ_SP\\001-14371__271f6-2__384PPG_AQ_SP__UCP__100__PBS__v2.csv,001-14371
70100-1#########,96TRK_DMSO,UCP,DMSO,70,-,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\96TRK_DMSO\\XXX-YYYYY__70100-1__96TRK_DMSO__UCP__70__DMSO__v1.csv,XXX-YYYYY
70101-1#########,96TRK_DMSO,UCP,DMSO,75,-,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\96TRK_DMSO\\XXX-YYYYY__70101-1__96TRK_DMSO__UCP__75__DMSO__v1.csv,XXX-YYYYY
70102-1#########,96TRK_DMSO,UCP,DMSO,80,-,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\96TRK_DMSO\\XXX-YYYYY__70102-1__96TRK_DMSO__UCP__80__DMSO__v1.csv,XXX-YYYYY
70103-1#########,96TRK_DMSO,UCP,DMSO,85,-,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\96TRK_DMSO\\XXX-YYYYY__70103-1__96TRK_DMSO__UCP__85__DMSO__v1.csv,XXX-YYYYY
70104-1#########,96TRK_DMSO,UCP,DMSO,90,-,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\96TRK_DMSO\\XXX-YYYYY__70104-1__96TRK_DMSO__UCP__90__DMSO__v1.csv,XXX-YYYYY
70105-1#########,96TRK_DMSO,UCP,DMSO,95,-,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\96TRK_DMSO\\XXX-YYYYY__70105-1__96TRK_DMSO__UCP__95__DMSO__v1.csv,XXX-YYYYY
70106-1#########,96TRK_DMSO,UCP,DMSO,100,-,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\96TRK_DMSO\\XXX-YYYYY__70106-1__96TRK_DMSO__UCP__100__DMSO__v1.csv,XXX-YYYYY
70500b1#########,96TRK_DMSO,FF,DMSO,70,20,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\96TRK_DMSO\\XXX-YYYYY__70500b1__96TRK_DMSO__FF__70__DMSO__20uL__v1.csv,XXX-YYYYY
70500f1#########,96TRK_DMSO,FF,DMSO,70,55,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\96TRK_DMSO\\XXX-YYYYY__70500f1__96TRK_DMSO__FF__70__DMSO__55uL__v1.csv,XXX-YYYYY
70500g1#########,96TRK_DMSO,FF,DMSO,70,95,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\96TRK_DMSO\\XXX-YYYYY__70500g1__96TRK_DMSO__FF__70__DMSO__95uL__v1.csv,XXX-YYYYY
70501b1#########,96TRK_DMSO,FF,DMSO,75,20,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\96TRK_DMSO\\XXX-YYYYY__70501b1__96TRK_DMSO__FF__75__DMSO__20uL__v1.csv,XXX-YYYYY
70501f1#########,96TRK_DMSO,FF,DMSO,75,55,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\96TRK_DMSO\\XXX-YYYYY__70501f1__96TRK_DMSO__FF__75__DMSO__55uL__v1.csv,XXX-YYYYY
70501g1#########,96TRK_DMSO,FF,DMSO,75,95,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\96TRK_DMSO\\XXX-YYYYY__70501g1__96TRK_DMSO__FF__75__DMSO__95uL__v1.csv,XXX-YYYYY
70502b1#########,96TRK_DMSO,FF,DMSO,80,20,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\96TRK_DMSO\\XXX-YYYYY__70502b1__96TRK_DMSO__FF__80__DMSO__20uL__v1.csv,XXX-YYYYY
70502f1#########,96TRK_DMSO,FF,DMSO,80,55,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\96TRK_DMSO\\XXX-YYYYY__70502f1__96TRK_DMSO__FF__80__DMSO__55uL__v1.csv,XXX-YYYYY
70502g1#########,96TRK_DMSO,FF,DMSO,80,95,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\96TRK_DMSO\\XXX-YYYYY__70502g1__96TRK_DMSO__FF__80__DMSO__95uL__v1.csv,XXX-YYYYY
70503b1#########,96TRK_DMSO,FF,DMSO,85,20,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\96TRK_DMSO\\XXX-YYYYY__70503b1__96TRK_DMSO__FF__85__DMSO__20uL__v1.csv,XXX-YYYYY
70503f1#########,96TRK_DMSO,FF,DMSO,85,55,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\96TRK_DMSO\\XXX-YYYYY__70503f1__96TRK_DMSO__FF__85__DMSO__55uL__v1.csv,XXX-YYYYY
70503g1#########,96TRK_DMSO,FF,DMSO,85,95,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\96TRK_DMSO\\XXX-YYYYY__70503g1__96TRK_DMSO__FF__85__DMSO__95uL__v1.csv,XXX-YYYYY
70504b1#########,96TRK_DMSO,FF,DMSO,90,20,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\96TRK_DMSO\\XXX-YYYYY__70504b1__96TRK_DMSO__FF__90__DMSO__20uL__v1.csv,XXX-YYYYY
70504f1#########,96TRK_DMSO,FF,DMSO,90,55,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\96TRK_DMSO\\XXX-YYYYY__70504f1__96TRK_DMSO__FF__90__DMSO__55uL__v1.csv,XXX-YYYYY
70504g1#########,96TRK_DMSO,FF,DMSO,90,95,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\96TRK_DMSO\\XXX-YYYYY__70504g1__96TRK_DMSO__FF__90__DMSO__95uL__v1.csv,XXX-YYYYY
70505b1#########,96TRK_DMSO,FF,DMSO,95,20,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\96TRK_DMSO\\XXX-YYYYY__70505b1__96TRK_DMSO__FF__95__DMSO__20uL__v1.csv,XXX-YYYYY
70505f1#########,96TRK_DMSO,FF,DMSO,95,55,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\96TRK_DMSO\\XXX-YYYYY__70505f1__96TRK_DMSO__FF__95__DMSO__55uL__v1.csv,XXX-YYYYY
70505g1#########,96TRK_DMSO,FF,DMSO,95,95,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\96TRK_DMSO\\XXX-YYYYY__70505g1__96TRK_DMSO__FF__95__DMSO__95uL__v1.csv,XXX-YYYYY
70506b1#########,96TRK_DMSO,FF,DMSO,100,20,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\96TRK_DMSO\\XXX-YYYYY__70506b1__96TRK_DMSO__FF__100__DMSO__20uL__v1.csv,XXX-YYYYY
70506f1#########,96TRK_DMSO,FF,DMSO,100,55,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\96TRK_DMSO\\XXX-YYYYY__70506f1__96TRK_DMSO__FF__100__DMSO__55uL__v1.csv,XXX-YYYYY
70506g1#########,96TRK_DMSO,FF,DMSO,100,95,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\96TRK_DMSO\\XXX-YYYYY__70506g1__96TRK_DMSO__FF__100__DMSO__95uL__v1.csv,XXX-YYYYY
70400-1#########,96TRK_DMSO,FT,DMSO,70,-,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\96TRK_DMSO\\XXX-YYYYY__70400-1__96TRK_DMSO__FT__70__DMSO__v1.csv,XXX-YYYYY
70401-1#########,96TRK_DMSO,FT,DMSO,75,-,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\96TRK_DMSO\\XXX-YYYYY__70401-1__96TRK_DMSO__FT__75__DMSO__v1.csv,XXX-YYYYY
70402-1#########,96TRK_DMSO,FT,DMSO,80,-,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\96TRK_DMSO\\XXX-YYYYY__70402-1__96TRK_DMSO__FT__80__DMSO__v1.csv,XXX-YYYYY
70403-1#########,96TRK_DMSO,FT,DMSO,85,-,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\96TRK_DMSO\\XXX-YYYYY__70403-1__96TRK_DMSO__FT__85__DMSO__v1.csv,XXX-YYYYY
70404-1#########,96TRK_DMSO,FT,DMSO,90,-,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\96TRK_DMSO\\XXX-YYYYY__70404-1__96TRK_DMSO__FT__90__DMSO__v1.csv,XXX-YYYYY
70405-1#########,96TRK_DMSO,FT,DMSO,95,-,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\96TRK_DMSO\\XXX-YYYYY__70405-1__96TRK_DMSO__FT__95__DMSO__v1.csv,XXX-YYYYY
70406-1#########,96TRK_DMSO,FT,DMSO,100,-,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\96TRK_DMSO\\XXX-YYYYY__70406-1__96TRK_DMSO__FT__100__DMSO__v1.csv,XXX-YYYYY
7111a-1#########,96TRK_AQ_GP,UCP,GLY,0,-,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\96TRK_AQ_GP\\XXX-YYYYY__7111a-1__96TRK_AQ_GP__UCP__0__GLY__v1.csv,XXX-YYYYY
7111b-1#########,96TRK_AQ_GP,UCP,GLY,10,-,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\96TRK_AQ_GP\\XXX-YYYYY__7111b-1__96TRK_AQ_GP__UCP__10__GLY__v1.csv,XXX-YYYYY
7111c-1#########,96TRK_AQ_GP,UCP,GLY,20,-,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\96TRK_AQ_GP\\XXX-YYYYY__7111c-1__96TRK_AQ_GP__UCP__20__GLY__v1.csv,XXX-YYYYY
7111d-1#########,96TRK_AQ_GP,UCP,GLY,30,-,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\96TRK_AQ_GP\\XXX-YYYYY__7111d-1__96TRK_AQ_GP__UCP__30__GLY__v1.csv,XXX-YYYYY
7111e-1#########,96TRK_AQ_GP,UCP,GLY,40,-,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\96TRK_AQ_GP\\XXX-YYYYY__7111e-1__96TRK_AQ_GP__UCP__40__GLY__v1.csv,XXX-YYYYY
7111h-1#########,96TRK_AQ_GP,UCP,GLY,45,-,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\96TRK_AQ_GP\\XXX-YYYYY__7111h-1__96TRK_AQ_GP__UCP__45__GLY__v1.csv,XXX-YYYYY
7111f-1#########,96TRK_AQ_GP,UCP,GLY,50,-,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\96TRK_AQ_GP\\XXX-YYYYY__7111f-1__96TRK_AQ_GP__UCP__50__GLY__v1.csv,XXX-YYYYY
7111g-1#########,96TRK_AQ_GP,UCP,GLY,55,-,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\96TRK_AQ_GP\\XXX-YYYYY__7111g-1__96TRK_AQ_GP__UCP__55__GLY__v1.csv,XXX-YYYYY
7151ab1#########,96TRK_AQ_GP,FF,GLY,0,20,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\96TRK_AQ_GP\\XXX-YYYYY__7151ab1__96TRK_AQ_GP__FF__0__GLY__20uL__v1.csv,XXX-YYYYY
7151af1#########,96TRK_AQ_GP,FF,GLY,0,55,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\96TRK_AQ_GP\\XXX-YYYYY__7151af1__96TRK_AQ_GP__FF__0__GLY__55uL__v1.csv,XXX-YYYYY
7151ag1#########,96TRK_AQ_GP,FF,GLY,0,95,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\96TRK_AQ_GP\\XXX-YYYYY__7151ag1__96TRK_AQ_GP__FF__0__GLY__95uL__v1.csv,XXX-YYYYY
7151bb1#########,96TRK_AQ_GP,FF,GLY,10,20,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\96TRK_AQ_GP\\XXX-YYYYY__7151bb1__96TRK_AQ_GP__FF__10__GLY__20uL__v1.csv,XXX-YYYYY
7151bf1#########,96TRK_AQ_GP,FF,GLY,10,55,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\96TRK_AQ_GP\\XXX-YYYYY__7151bf1__96TRK_AQ_GP__FF__10__GLY__55uL__v1.csv,XXX-YYYYY
7151bg1#########,96TRK_AQ_GP,FF,GLY,10,95,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\96TRK_AQ_GP\\XXX-YYYYY__7151bg1__96TRK_AQ_GP__FF__10__GLY__95uL__v1.csv,XXX-YYYYY
7151cb1#########,96TRK_AQ_GP,FF,GLY,20,20,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\96TRK_AQ_GP\\XXX-YYYYY__7151cb1__96TRK_AQ_GP__FF__20__GLY__20uL__v1.csv,XXX-YYYYY
7151cf1#########,96TRK_AQ_GP,FF,GLY,20,55,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\96TRK_AQ_GP\\XXX-YYYYY__7151cf1__96TRK_AQ_GP__FF__20__GLY__55uL__v1.csv,XXX-YYYYY
7151cg1#########,96TRK_AQ_GP,FF,GLY,20,95,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\96TRK_AQ_GP\\XXX-YYYYY__7151cg1__96TRK_AQ_GP__FF__20__GLY__95uL__v1.csv,XXX-YYYYY
7151db1#########,96TRK_AQ_GP,FF,GLY,30,20,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\96TRK_AQ_GP\\XXX-YYYYY__7151db1__96TRK_AQ_GP__FF__30__GLY__20uL__v1.csv,XXX-YYYYY
7151df1#########,96TRK_AQ_GP,FF,GLY,30,55,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\96TRK_AQ_GP\\XXX-YYYYY__7151df1__96TRK_AQ_GP__FF__30__GLY__55uL__v1.csv,XXX-YYYYY
7151dg1#########,96TRK_AQ_GP,FF,GLY,30,95,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\96TRK_AQ_GP\\XXX-YYYYY__7151dg1__96TRK_AQ_GP__FF__30__GLY__95uL__v1.csv,XXX-YYYYY
7151eb1#########,96TRK_AQ_GP,FF,GLY,40,20,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\96TRK_AQ_GP\\XXX-YYYYY__7151eb1__96TRK_AQ_GP__FF__40__GLY__20uL__v1.csv,XXX-YYYYY
7151ef1#########,96TRK_AQ_GP,FF,GLY,40,55,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\96TRK_AQ_GP\\XXX-YYYYY__7151ef1__96TRK_AQ_GP__FF__40__GLY__55uL__v1.csv,XXX-YYYYY
7151eg1#########,96TRK_AQ_GP,FF,GLY,40,95,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\96TRK_AQ_GP\\XXX-YYYYY__7151eg1__96TRK_AQ_GP__FF__40__GLY__95uL__v1.csv,XXX-YYYYY
7151hb1#########,96TRK_AQ_GP,FF,GLY,45,20,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\96TRK_AQ_GP\\XXX-YYYYY__7151hb1__96TRK_AQ_GP__FF__45__GLY__20uL__v1.csv,XXX-YYYYY
7151hf1#########,96TRK_AQ_GP,FF,GLY,45,55,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\96TRK_AQ_GP\\XXX-YYYYY__7151hf1__96TRK_AQ_GP__FF__45__GLY__55uL__v1.csv,XXX-YYYYY
7151hg1#########,96TRK_AQ_GP,FF,GLY,45,95,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\96TRK_AQ_GP\\XXX-YYYYY__7151hg1__96TRK_AQ_GP__FF__45__GLY__95uL__v1.csv,XXX-YYYYY
7151fb1#########,96TRK_AQ_GP,FF,GLY,50,20,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\96TRK_AQ_GP\\XXX-YYYYY__7151fb1__96TRK_AQ_GP__FF__50__GLY__20uL__v1.csv,XXX-YYYYY
7151ff1#########,96TRK_AQ_GP,FF,GLY,50,55,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\96TRK_AQ_GP\\XXX-YYYYY__7151ff1__96TRK_AQ_GP__FF__50__GLY__55uL__v1.csv,XXX-YYYYY
7151fg1#########,96TRK_AQ_GP,FF,GLY,50,95,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\96TRK_AQ_GP\\XXX-YYYYY__7151fg1__96TRK_AQ_GP__FF__50__GLY__95uL__v1.csv,XXX-YYYYY
7151gb1#########,96TRK_AQ_GP,FF,GLY,55,20,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\96TRK_AQ_GP\\XXX-YYYYY__7151gb1__96TRK_AQ_GP__FF__55__GLY__20uL__v1.csv,XXX-YYYYY
7151gf1#########,96TRK_AQ_GP,FF,GLY,55,55,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\96TRK_AQ_GP\\XXX-YYYYY__7151gf1__96TRK_AQ_GP__FF__55__GLY__55uL__v1.csv,XXX-YYYYY
7151gg1#########,96TRK_AQ_GP,FF,GLY,55,95,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\96TRK_AQ_GP\\XXX-YYYYY__7151gg1__96TRK_AQ_GP__FF__55__GLY__95uL__v1.csv,XXX-YYYYY
7141a-1#########,96TRK_AQ_GP,FT,GLY,0,-,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\96TRK_AQ_GP\\XXX-YYYYY__7141a-1__96TRK_AQ_GP__FT__0__GLY__v1.csv,XXX-YYYYY
7141b-1#########,96TRK_AQ_GP,FT,GLY,10,-,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\96TRK_AQ_GP\\XXX-YYYYY__7141b-1__96TRK_AQ_GP__FT__10__GLY__v1.csv,XXX-YYYYY
7141c-1#########,96TRK_AQ_GP,FT,GLY,20,-,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\96TRK_AQ_GP\\XXX-YYYYY__7141c-1__96TRK_AQ_GP__FT__20__GLY__v1.csv,XXX-YYYYY
7141d-1#########,96TRK_AQ_GP,FT,GLY,30,-,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\96TRK_AQ_GP\\XXX-YYYYY__7141d-1__96TRK_AQ_GP__FT__30__GLY__v1.csv,XXX-YYYYY
7141e-1#########,96TRK_AQ_GP,FT,GLY,40,-,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\96TRK_AQ_GP\\XXX-YYYYY__7141e-1__96TRK_AQ_GP__FT__40__GLY__v1.csv,XXX-YYYYY
7141h-1#########,96TRK_AQ_GP,FT,GLY,45,-,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\96TRK_AQ_GP\\XXX-YYYYY__7141h-1__96TRK_AQ_GP__FT__45__GLY__v1.csv,XXX-YYYYY
7141f-1#########,96TRK_AQ_GP,FT,GLY,50,-,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\96TRK_AQ_GP\\XXX-YYYYY__7141f-1__96TRK_AQ_GP__FT__50__GLY__v1.csv,XXX-YYYYY
7141g-1#########,96TRK_AQ_GP,FT,GLY,55,-,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\96TRK_AQ_GP\\XXX-YYYYY__7141g-1__96TRK_AQ_GP__FT__55__GLY__v1.csv,XXX-YYYYY
72136-1#########,96TRK_AQ_SP,UCP,PBS5,100,-,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\96TRK_AQ_SP\\XXX-YYYYY__72136-1__96TRK_AQ_SP__UCP__100__PBS5__v1.csv,XXX-YYYYY
72536b1#########,96TRK_AQ_SP,FF,PBS5,100,20,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\96TRK_AQ_SP\\XXX-YYYYY__72536b1__96TRK_AQ_SP__FF__100__PBS5__20uL__v1.csv,XXX-YYYYY
72536f1#########,96TRK_AQ_SP,FF,PBS5,100,55,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\96TRK_AQ_SP\\XXX-YYYYY__72536f1__96TRK_AQ_SP__FF__100__PBS5__55uL__v1.csv,XXX-YYYYY
72536g1#########,96TRK_AQ_SP,FF,PBS5,100,95,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\96TRK_AQ_SP\\XXX-YYYYY__72536g1__96TRK_AQ_SP__FF__100__PBS5__95uL__v1.csv,XXX-YYYYY
72436-1#########,96TRK_AQ_SP,FT,PBS5,100,-,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\96TRK_AQ_SP\\XXX-YYYYY__72436-1__96TRK_AQ_SP__FT__100__PBS5__v1.csv,XXX-YYYYY
72146-1#########,96TRK_AQ_SP,UCP,PBS14,100,-,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\96TRK_AQ_SP\\XXX-YYYYY__72146-1__96TRK_AQ_SP__UCP__100__PBS14__v1.csv,XXX-YYYYY
72546b1#########,96TRK_AQ_SP,FF,PBS14,100,20,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\96TRK_AQ_SP\\XXX-YYYYY__72546b1__96TRK_AQ_SP__FF__100__PBS14__20uL__v1.csv,XXX-YYYYY
72546f1#########,96TRK_AQ_SP,FF,PBS14,100,55,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\96TRK_AQ_SP\\XXX-YYYYY__72546f1__96TRK_AQ_SP__FF__100__PBS14__55uL__v1.csv,XXX-YYYYY
72546g1#########,96TRK_AQ_SP,FF,PBS14,100,95,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\96TRK_AQ_SP\\XXX-YYYYY__72546g1__96TRK_AQ_SP__FF__100__PBS14__95uL__v1.csv,XXX-YYYYY
72446-1#########,96TRK_AQ_SP,FT,PBS14,100,-,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\96TRK_AQ_SP\\XXX-YYYYY__72446-1__96TRK_AQ_SP__FT__100__PBS14__v1.csv,XXX-YYYYY
72156-1#########,96TRK_AQ_SP,UCP,PBS200,100,-,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\96TRK_AQ_SP\\XXX-YYYYY__72156-1__96TRK_AQ_SP__UCP__100__PBS200__v1.csv,XXX-YYYYY
72556b1#########,96TRK_AQ_SP,FF,PBS200,100,20,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\96TRK_AQ_SP\\XXX-YYYYY__72556b1__96TRK_AQ_SP__FF__100__PBS200__20uL__v1.csv,XXX-YYYYY
72556f1#########,96TRK_AQ_SP,FF,PBS200,100,55,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\96TRK_AQ_SP\\XXX-YYYYY__72556f1__96TRK_AQ_SP__FF__100__PBS200__55uL__v1.csv,XXX-YYYYY
72556g1#########,96TRK_AQ_SP,FF,PBS200,100,95,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\96TRK_AQ_SP\\XXX-YYYYY__72556g1__96TRK_AQ_SP__FF__100__PBS200__95uL__v1.csv,XXX-YYYYY
72456-1#########,96TRK_AQ_SP,FT,PBS200,100,-,1,\\fserver\people\Arne\PYTHON\pyCyte\PlateQC\PlateMaps\\96TRK_AQ_SP\\XXX-YYYYY__72456-1__96TRK_AQ_SP__FT__100__PBS200__v1.csv,XXX-YYYYY
Version,Vol,Fluid,Conc,Style,Arena Part Number,BarCode,Filename,PlateType
